"run","stored"
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16471.0
2,16456.0
2,16417.0
2,16677.0
2,16673.0
2,16672.0
2,16672.0
2,17274.0
2,17273.0
2,17273.0
2,17273.0
2,17273.0
2,17273.0
2,17273.0
2,17273.0
2,17273.0
2,17273.0
2,17273.0
2,17273.0
2,17370.0
2,17338.0
2,17338.0
2,17313.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17734.0
2,17620.0
2,18528.0
2,18528.0
2,18528.0
2,18528.0
2,18528.0
2,18528.0
2,18528.0
2,18528.0
2,18528.0
2,18528.0
2,18528.0
4,0.0
4,0.0
4,0.0
4,0.0
4,918.0
4,914.0
4,914.0
4,914.0
4,914.0
4,911.0
4,911.0
4,911.0
4,1478.0
4,1478.0
4,1478.0
4,1478.0
4,1478.0
4,1478.0
4,1478.0
4,1478.0
4,1896.0
4,1896.0
4,1889.0
4,1886.0
4,1886.0
4,1874.0
4,1873.0
4,1873.0
4,1873.0
4,1873.0
4,1873.0
4,1873.0
4,1847.0
4,2188.0
4,2184.0
4,2180.0
4,2180.0
4,2180.0
4,2180.0
4,2168.0
4,2261.0
4,2261.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2259.0
4,2245.0
4,2229.0
4,2229.0
4,3139.0
4,3139.0
4,3136.0
4,3133.0
4,3133.0
4,3133.0
4,3498.0
4,3498.0
4,3495.0
4,4009.0
4,3995.0
4,3994.0
4,3994.0
4,3994.0
4,3994.0
4,3994.0
4,3970.0
4,5031.0
4,5011.0
4,5772.0
4,5772.0
4,5770.0
4,5770.0
4,5766.0
4,5754.0
4,6662.0
4,6662.0
4,6661.0
4,6661.0
4,6661.0
4,6661.0
4,6661.0
4,6661.0
4,6661.0
4,6661.0
4,6661.0
4,6661.0
4,7410.0
4,7410.0
4,7410.0
4,7410.0
4,7410.0
4,7797.0
4,7797.0
4,7797.0
4,7797.0
4,7796.0
4,7794.0
4,7794.0
4,7793.0
4,7793.0
4,7793.0
4,7781.0
4,7850.0
4,7850.0
4,7850.0
4,7850.0
4,7815.0
4,8153.0
4,8150.0
4,8150.0
4,8150.0
4,8150.0
4,8150.0
4,8094.0
4,8555.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,8553.0
4,9510.0
4,9629.0
4,9629.0
4,9628.0
4,9628.0
4,9618.0
4,9618.0
4,9871.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,9869.0
4,10576.0
4,10576.0
4,10574.0
4,10574.0
4,10567.0
4,10554.0
4,10554.0
4,11249.0
4,11894.0
4,11892.0
4,11892.0
4,11892.0
4,11867.0
4,12678.0
4,12677.0
4,12677.0
4,12677.0
4,12677.0
4,12677.0
4,12677.0
4,12677.0
4,12677.0
4,12677.0
4,12639.0
4,13417.0
4,13414.0
4,13414.0
4,13412.0
4,13412.0
4,13412.0
4,13412.0
4,13412.0
4,13412.0
4,13412.0
4,13362.0
4,14072.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14055.0
4,14055.0
4,14070.0
4,14070.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14069.0
4,14060.0
4,14931.0
4,14929.0
4,14929.0
4,14929.0
4,14929.0
4,14929.0
4,14929.0
4,14929.0
4,14919.0
4,14919.0
4,15574.0
4,15573.0
4,15572.0
4,16409.0
4,16409.0
4,16409.0
4,16409.0
4,16409.0
4,16396.0
4,16396.0
4,16396.0
4,16997.0
4,16997.0
4,16997.0
4,16997.0
4,16997.0
4,16997.0
4,16997.0
4,16997.0
4,16997.0
4,16997.0
4,17118.0
4,17117.0
4,17117.0
4,17117.0
4,17117.0
4,17117.0
4,17117.0
4,17117.0
4,17117.0
4,17117.0
4,17284.0
4,17265.0
4,17265.0
4,17265.0
4,17265.0
4,17265.0
4,17265.0
4,17265.0
4,17248.0
4,17248.0
4,18385.0
4,18373.0
4,18373.0
4,18372.0
4,18372.0
4,18372.0
4,18355.0
4,18355.0
4,19267.0
4,19266.0
4,19265.0
4,19265.0
4,19265.0
4,19341.0
4,19320.0
4,19319.0
4,20014.0
4,20012.0
4,20012.0
4,20011.0
4,19996.0
4,19994.0
4,19994.0
4,20584.0
4,20583.0
4,20583.0
4,20582.0
4,20582.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20579.0
4,20917.0
4,20889.0
4,21068.0
4,21064.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21063.0
4,21287.0
4,21283.0
4,21283.0
4,21283.0
4,21283.0
4,21283.0
4,21283.0
4,21283.0
4,21283.0
4,21283.0
4,21283.0
4,21283.0
4,21251.0
4,21251.0
4,22144.0
4,22112.0
4,22112.0
4,22358.0
4,22358.0
4,23190.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23189.0
4,23512.0
4,23512.0
4,24297.0
4,24297.0
4,24296.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24600.0
4,24561.0
4,24713.0
4,24713.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,24712.0
4,25510.0
4,25510.0
4,25510.0
4,25510.0
4,25510.0
4,25485.0
4,25485.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
4,25598.0
